,City,latitude,longitude,Tipo,Bedrooms,Bathrooms,Surface,Zone,Zone_Val,Price_USD,Price_m2_USD
3039,Ciudad de Guatemala,14.618,-90.485,42021,4,5,550.0,Zona 16,16,1300000.0,2363.64
3040,Ciudad de Guatemala,14.605,-90.51,42020,2,2,80.0,Zona 10,10,150000.0,1875.0
3041,Ciudad de Guatemala,14.607,-90.469,42020,3,1,73.0,Zona 16,16,105000.0,1438.36
3042,Ciudad de Guatemala,14.636,-90.51,42020,1,1,58.78,Zona 1,1,104000.0,1769.31
3043,Ciudad de Guatemala,14.595,-90.495,42021,3,3,280.0,Zona 15,15,476000.0,1700.0
3044,Ciudad de Guatemala,14.595,-90.495,42021,3,3,310.0,Zona 15,15,487200.0,1571.61
3045,Ciudad de Guatemala,14.595,-90.495,42021,4,2,567.66,Zona 15,15,1300000.0,2290.1
3046,Ciudad de Guatemala,14.645,-90.538,42020,3,2,83.0,Zona 7,7,98039.22,1181.2
3049,Mixco,14.643,-90.56,42020,1,1,77.0,Zona 4 de Mixco,4,90000.0,1168.83
3050,Ciudad de Guatemala,14.644,-90.514,42020,1,1,64.0,Zona 1,1,101019.61,1578.43
3051,Ciudad de Guatemala,14.645,-90.497,42021,6,3,216.0,Zona 1,1,248366.01,1149.84
3052,Ciudad de Guatemala,14.584,-90.516,42020,2,2,191.0,Zona 14,14,295000.0,1544.5
3053,Ciudad de Guatemala,14.583,-90.515,42020,3,5,247.0,Zona 14,14,295000.0,1194.33
3054,Ciudad de Guatemala,14.651,-90.542,42021,3,3,130.0,Zona 7,7,87581.7,673.71
3055,Ciudad de Guatemala,14.584,-90.516,42020,1,2,86.44,Zona 14,14,195000.0,2255.9
3056,Ciudad de Guatemala,14.584,-90.516,42020,3,3,214.05,Zona 14,14,295000.0,1378.18
3057,Ciudad de Guatemala,14.584,-90.516,42020,3,3,222.53,Zona 14,14,295000.0,1325.66
3058,Ciudad de Guatemala,14.595,-90.495,42020,4,4,588.0,Zona 15,15,979700.0,1666.16
3059,Ciudad de Guatemala,14.588,-90.502,42020,2,2,118.0,Zona 10,10,215000.0,1822.03
3060,Ciudad de Guatemala,14.584,-90.516,42020,3,3,200.0,Zona 14,14,360000.0,1800.0
3061,Ciudad de Guatemala,14.637,-90.54,42020,1,1,44.0,Zona 7,7,81512.29,1852.55
3063,Ciudad de Guatemala,14.591,-90.504,42021,3,2,242.0,Zona 10,10,330000.0,1363.64
3064,Ciudad de Guatemala,14.581,-90.549,42021,8,6,477.0,Zona 12,12,225000.0,471.7
3065,Ciudad de Guatemala,14.595,-90.504,42021,3,2,455.0,Zona 10,10,465000.0,1021.98
3067,Ciudad de Guatemala,14.612,-90.471,42021,3,2,120.0,Zona 16,16,164444.44,1370.37
3068,Ciudad de Guatemala,14.605,-90.477,42021,2,1,175.0,Zona 16,16,275000.0,1571.43
3069,Ciudad de Guatemala,14.598,-90.536,42020,2,1,153.58,Zona 9,9,105000.0,683.68
3070,Ciudad de Guatemala,14.588,-90.502,42020,2,2,115.0,Zona 10,10,231900.0,2016.52
3071,Ciudad de Guatemala,14.595,-90.495,42020,3,3,245.0,Zona 15,15,295000.0,1204.08
3072,Ciudad de Guatemala,14.598,-90.536,42021,7,2,150.0,Zona 9,9,117647.06,784.31
3073,Ciudad de Guatemala,14.584,-90.516,42020,4,3,237.19,Zona 14,14,295000.0,1243.73
3074,Ciudad de Guatemala,14.598,-90.536,42021,3,2,182.0,Zona 9,9,146737.25,806.25
3075,Ciudad de Guatemala,14.598,-90.536,42021,4,2,238.28,Zona 9,9,127843.14,536.52
3076,Ciudad de Guatemala,14.598,-90.536,42020,3,2,96.23,Zona 9,9,140653.59,1461.64
3077,Ciudad de Guatemala,14.598,-90.536,42020,2,1,92.062,Zona 9,9,126013.07,1368.78
3078,Ciudad de Guatemala,14.596,-90.491,42020,3,2,136.0,Zona 15,15,265000.0,1948.53
3079,Ciudad de Guatemala,14.585,-90.5,42021,3,3,280.0,Zona 15,15,370000.0,1321.43
3080,Ciudad de Guatemala,14.584,-90.516,42020,3,3,226.0,Zona 14,14,440000.0,1946.9
3081,Ciudad de Guatemala,14.595,-90.495,42020,3,4,276.0,Zona 15,15,640000.0,2318.84
3082,Ciudad de Guatemala,14.642,-90.513,42021,10,10,381.0,Zona 1,1,90849.67,238.45
3083,Ciudad de Guatemala,14.595,-90.521,42020,2,2,124.0,Zona 9,9,176470.59,1423.15
3084,Ciudad de Guatemala,14.595,-90.521,42021,3,2,122.0,Zona 9,9,78431.37,642.88
3085,Ciudad de Guatemala,14.588,-90.502,42020,2,2,85.0,Zona 10,10,207000.0,2435.29
3086,Ciudad de Guatemala,14.585,-90.52,42020,3,4,250.0,Zona 14,14,430000.0,1720.0
3087,Ciudad de Guatemala,14.659,-90.509,42021,4,2,174.0,Zona 2,2,160000.0,919.54
3088,Ciudad de Guatemala,14.595,-90.506,42021,4,4,450.0,Zona 10,10,580000.0,1288.89
3089,Ciudad de Guatemala,14.598,-90.536,42020,3,2,92.0,Zona 9,9,103267.97,1122.48
3090,Ciudad de Guatemala,14.577,-90.524,42020,2,2,63.0,Zona 14,14,100000.0,1587.3
3091,Ciudad de Guatemala,14.584,-90.519,42020,3,4,298.0,Zona 14,14,437500.0,1468.12
3092,Ciudad de Guatemala,14.584,-90.519,42020,3,4,272.0,Zona 14,14,437000.0,1606.62
3093,Ciudad de Guatemala,14.581,-90.509,42020,2,2,107.0,Zona 14,14,176000.0,1644.86
3094,Ciudad de Guatemala,14.58,-90.509,42020,3,3,137.0,Zona 14,14,214800.0,1567.88
3095,Ciudad de Guatemala,14.584,-90.516,42020,2,2,123.0,Zona 14,14,200000.0,1626.02
3096,Ciudad de Guatemala,14.63,-90.492,42020,3,2,110.0,Zona 5,5,128267.97,1166.07
3097,Ciudad de Guatemala,14.61,-90.483,42021,3,2,210.0,Zona 16,16,189000.0,900.0
3098,Ciudad de Guatemala,14.595,-90.504,42021,3,2,185.0,Zona 10,10,325000.0,1756.76
3099,Ciudad de Guatemala,14.579,-90.518,42020,2,2,208.16,Zona 14,14,360000.0,1729.44
3100,Ciudad de Guatemala,14.591,-90.492,42020,3,2,283.0,Zona 15,15,350000.0,1236.75
3101,Ciudad de Guatemala,14.604,-90.559,42020,3,2,96.0,Zona 11,11,104575.16,1089.32
3102,Ciudad de Guatemala,14.607,-90.469,42020,3,3,120.0,Zona 16,16,150000.0,1250.0
3103,Ciudad de Guatemala,14.584,-90.516,42020,3,4,425.0,Zona 14,14,900000.0,2117.65
3105,Ciudad de Guatemala,14.595,-90.495,42020,3,2,109.0,Zona 15,15,219223.0,2011.22
3106,Ciudad de Guatemala,14.584,-90.516,42020,3,2,105.0,Zona 14,14,205298.0,1955.22
3107,Ciudad de Guatemala,14.58,-90.53,42020,1,1,41.0,Zona 13,13,83625.0,2039.63
3108,Ciudad de Guatemala,14.607,-90.469,42021,4,3,350.0,Zona 16,16,450000.0,1285.71
3109,Ciudad de Guatemala,14.58,-90.53,42020,1,1,71.0,Zona 13,13,134179.0,1889.85
3110,Ciudad de Guatemala,14.584,-90.516,42020,2,2,85.0,Zona 14,14,168000.0,1976.47
3111,Ciudad de Guatemala,14.594,-90.494,42020,2,2,70.0,Zona 15,15,148200.0,2117.14
3112,Ciudad de Guatemala,14.659,-90.509,42021,3,1,164.0,Zona 2,2,99346.41,605.77
3114,Ciudad de Guatemala,14.591,-90.492,42020,3,2,177.75,Zona 15,15,319686.0,1798.51
3116,Ciudad de Guatemala,14.665,-90.515,42021,4,4,300.0,Zona 2,2,390000.0,1300.0
3117,Ciudad de Guatemala,14.58,-90.495,42021,4,3,350.0,Zona 15,15,400000.0,1142.86
3118,Ciudad de Guatemala,14.61,-90.483,42020,3,2,206.0,Zona 16,16,425000.0,2063.11
3119,Ciudad de Guatemala,14.591,-90.492,42020,3,3,264.0,Zona 15,15,675000.0,2556.82
3120,Ciudad de Guatemala,14.6,-90.56,42020,3,2,84.0,Zona 11,11,151803.92,1807.19
3121,Ciudad de Guatemala,14.584,-90.516,42020,1,1,36.0,Zona 14,14,92500.0,2569.44
3122,Ciudad de Guatemala,14.584,-90.516,42020,2,1,51.0,Zona 14,14,112500.0,2205.88
3123,Ciudad de Guatemala,14.584,-90.516,42020,3,1,95.0,Zona 14,14,150000.0,1578.95
3124,Ciudad de Guatemala,14.584,-90.516,42020,3,2,146.0,Zona 14,14,302910.0,2074.73
3125,Ciudad de Guatemala,14.607,-90.469,42020,1,1,47.0,Zona 16,16,131503.27,2797.94
3126,Ciudad de Guatemala,14.584,-90.516,42020,2,2,73.0,Zona 14,14,151000.0,2068.49
3127,Ciudad de Guatemala,14.584,-90.516,42020,3,2,152.0,Zona 14,14,284000.0,1868.42
3128,Ciudad de Guatemala,14.584,-90.516,42020,3,2,83.0,Zona 14,14,158169.93,1905.66
3130,Ciudad de Guatemala,14.607,-90.469,42021,4,5,625.0,Zona 16,16,1600000.0,2560.0
3131,Ciudad de Guatemala,14.607,-90.469,42021,4,5,625.0,Zona 16,16,1600000.0,2560.0
3132,Ciudad de Guatemala,14.588,-90.502,42020,1,1,70.0,Zona 10,10,96015.0,1371.64
3133,Ciudad de Guatemala,14.607,-90.469,42021,4,5,625.0,Zona 16,16,1600000.0,2560.0
3134,Ciudad de Guatemala,14.6,-90.56,42021,4,5,600.0,Zona 11,11,1500000.0,2500.0
3135,Ciudad de Guatemala,14.59,-90.491,42020,3,3,120.0,Zona 15,15,241091.0,2009.09
3136,Ciudad de Guatemala,14.593,-90.491,42020,2,3,92.0,Zona 15,15,220336.0,2394.96
3137,Ciudad de Guatemala,14.612,-90.493,42020,3,4,402.0,Zona 16,16,675000.0,1679.1
3138,Ciudad de Guatemala,14.612,-90.493,42020,2,4,228.0,Zona 16,16,485000.0,2127.19
3139,Ciudad de Guatemala,14.597,-90.549,42021,3,2,130.0,Zona 11,11,113071.9,869.78
3140,Ciudad de Guatemala,14.607,-90.469,42020,2,2,70.0,Zona 16,16,176470.59,2521.01
3141,Ciudad de Guatemala,14.645,-90.515,42021,5,2,135.0,Zona 1,1,98039.22,726.22
3143,Ciudad de Guatemala,14.607,-90.469,42020,2,2,180.0,Zona 16,16,379750.0,2109.72
3144,Ciudad de Guatemala,14.645,-90.515,42021,5,1,185.0,Zona 1,1,117647.06,635.93
3145,Ciudad de Guatemala,14.607,-90.469,42020,3,3,244.37,Zona 16,16,513200.0,2100.09
3146,Ciudad de Guatemala,14.607,-90.469,42020,3,2,187.0,Zona 16,16,175000.0,935.83
3147,Ciudad de Guatemala,14.639,-90.51,42021,6,4,480.0,Zona 1,1,215686.27,449.35
3148,Ciudad de Guatemala,14.618,-90.485,42021,4,5,550.0,Zona 16,16,1300000.0,2363.64
3149,Ciudad de Guatemala,14.595,-90.495,42020,3,3,150.0,Zona 15,15,150000.0,1000.0
3150,Ciudad de Guatemala,14.645,-90.513,42021,3,2,200.0,Zona 1,1,228758.17,1143.79
3151,Ciudad de Guatemala,14.61,-90.483,42020,3,2,100.0,Zona 16,16,158000.0,1580.0
3152,Ciudad de Guatemala,14.623,-90.479,42021,3,3,352.0,Zona 16,16,248366.01,705.59
3153,Ciudad de Guatemala,14.607,-90.469,42020,2,3,136.0,Zona 16,16,240000.0,1764.71
3154,Ciudad de Guatemala,14.607,-90.469,42020,2,4,136.0,Zona 16,16,240000.0,1764.71
3155,Ciudad de Guatemala,14.595,-90.495,42020,2,3,100.0,Zona 15,15,139273.0,1392.73
3156,Ciudad de Guatemala,14.623,-90.562,42020,2,2,175.174,Zona 11,11,250000.0,1427.15
3157,Ciudad de Guatemala,14.61,-90.471,42021,3,4,301.0,Zona 16,16,376237.0,1249.96
3158,Ciudad de Guatemala,14.614,-90.494,42021,4,5,665.0,Zona 16,16,1275000.0,1917.29
3159,Ciudad de Guatemala,14.618,-90.476,42021,3,2,450.0,Zona 16,16,840000.0,1866.67
3160,Ciudad de Guatemala,14.584,-90.516,42020,3,3,165.0,Zona 14,14,29202.61,176.99
3161,Ciudad de Guatemala,14.607,-90.469,42020,2,1,82.0,Zona 16,16,135000.0,1646.34
3162,Ciudad de Guatemala,14.581,-90.51,42020,2,3,133.0,Zona 14,14,173500.0,1304.51
3163,Ciudad de Guatemala,14.58,-90.519,42020,3,4,250.0,Zona 14,14,498900.0,1995.6
3164,Ciudad de Guatemala,14.591,-90.492,42021,4,5,447.0,Zona 15,15,950000.0,2125.28
3165,Ciudad de Guatemala,14.607,-90.52,42020,2,2,145.0,Zona 9,9,120000.0,827.59
3166,Ciudad de Guatemala,14.607,-90.47,42021,4,4,564.0,Zona 16,16,1485000.0,2632.98
3167,Ciudad de Guatemala,14.6,-90.56,42020,4,3,226.0,Zona 11,11,360000.0,1592.92
3168,Ciudad de Guatemala,14.659,-90.509,42021,4,2,389.0,Zona 2,2,425000.0,1092.54
3169,Ciudad de Guatemala,14.645,-90.538,42020,3,3,145.0,Zona 7,7,155000.0,1068.97
3170,Ciudad de Guatemala,14.607,-90.469,42020,2,2,110.0,Zona 16,16,234000.0,2127.27
3171,Ciudad de Guatemala,14.635,-90.541,42021,4,3,360.0,Zona 7,7,300653.59,835.15
3172,Ciudad de Guatemala,14.639,-90.51,42021,3,1,84.0,Zona 1,1,84967.32,1011.52
3173,Ciudad de Guatemala,14.604,-90.554,42020,3,2,131.0,Zona 11,11,100000.0,763.36
3174,Ciudad de Guatemala,14.604,-90.548,42020,3,2,88.0,Zona 11,11,151803.92,1725.04
3175,Ciudad de Guatemala,14.586,-90.496,42021,4,3,300.0,Zona 15,15,261437.91,871.46
3176,Ciudad de Guatemala,14.607,-90.469,42020,3,1,73.0,Zona 16,16,105000.0,1438.36
3177,Ciudad de Guatemala,14.588,-90.502,42021,4,2,192.0,Zona 10,10,250000.0,1302.08
3178,Ciudad de Guatemala,14.593,-90.519,42020,2,2,74.0,Zona 14,14,153000.0,2067.57
3179,Ciudad de Guatemala,14.595,-90.521,42020,3,2,120.0,Zona 9,9,120000.0,1000.0
3180,Ciudad de Guatemala,14.588,-90.502,42021,3,3,561.0,Zona 10,10,625000.0,1114.08
3181,Ciudad de Guatemala,14.61,-90.483,42020,4,5,436.58,Zona 16,16,1250000.0,2863.16
3182,Ciudad de Guatemala,14.61,-90.483,42020,2,3,121.0,Zona 16,16,340000.0,2809.92
3183,Ciudad de Guatemala,14.588,-90.502,42021,3,2,351.0,Zona 10,10,900000.0,2564.1
3184,Ciudad de Guatemala,14.584,-90.516,42020,3,3,272.0,Zona 14,14,437502.0,1608.46
3186,Ciudad de Guatemala,14.595,-90.495,42020,3,2,589.0,Zona 15,15,1110800.0,1885.91
3187,Ciudad de Guatemala,14.595,-90.495,42020,4,3,588.0,Zona 15,15,979700.0,1666.16
3188,Ciudad de Guatemala,14.595,-90.495,42020,3,2,260.0,Zona 15,15,557968.0,2146.03
3189,Ciudad de Guatemala,14.588,-90.502,42021,3,4,450.0,Zona 10,10,650000.0,1444.44
3190,Ciudad de Guatemala,14.591,-90.492,42021,4,5,450.0,Zona 15,15,390000.0,866.67
3191,Ciudad de Guatemala,14.598,-90.536,42021,4,3,477.0,Zona 9,9,275000.0,576.52
3192,Ciudad de Guatemala,14.599,-90.536,42021,3,1,90.0,Zona 9,9,19477.12,216.41
3193,Ciudad de Guatemala,14.624,-90.471,42020,3,1,68.0,Zona 16,16,82000.0,1205.88
3194,Ciudad de Guatemala,14.58,-90.53,42020,2,2,89.0,Zona 13,13,142570.0,1601.91
3195,Ciudad de Guatemala,14.598,-90.536,42020,2,2,316.53,Zona 9,9,420000.0,1326.89
3197,Ciudad de Guatemala,14.583,-90.519,42020,3,5,654.449,Zona 14,14,990000.0,1512.72
3198,Ciudad de Guatemala,14.584,-90.516,42020,3,4,228.27,Zona 14,14,434000.0,1901.26
3199,Ciudad de Guatemala,14.588,-90.502,42020,3,3,390.0,Zona 10,10,735000.0,1884.62
3200,Ciudad de Guatemala,14.595,-90.504,42020,3,4,300.0,Zona 10,10,850000.0,2833.33
3201,Ciudad de Guatemala,14.595,-90.504,42021,3,4,494.0,Zona 10,10,795000.0,1609.31
3202,Ciudad de Guatemala,14.61,-90.483,42020,3,4,405.0,Zona 16,16,675000.0,1666.67
3203,Ciudad de Guatemala,14.584,-90.516,42020,3,2,83.0,Zona 14,14,152941.18,1842.66
3204,Ciudad de Guatemala,14.617,-90.484,42020,2,1,70.0,Zona 16,16,157810.46,2254.44
3206,Ciudad de Guatemala,14.61,-90.483,42021,4,4,385.0,Zona 16,16,550000.0,1428.57
3207,Ciudad de Guatemala,14.617,-90.484,42020,1,1,47.0,Zona 16,16,133725.49,2845.22
3209,Ciudad de Guatemala,14.598,-90.536,42020,2,1,97.14,Zona 9,9,163398.69,1682.09
3210,Ciudad de Guatemala,14.597,-90.492,42021,4,3,450.0,Zona 15,15,900000.0,2000.0
3212,Ciudad de Guatemala,14.607,-90.469,42021,3,3,212.0,Zona 16,16,275000.0,1297.17
3213,Ciudad de Guatemala,14.604,-90.559,42020,3,2,75.0,Zona 11,11,115032.68,1533.77
3214,Ciudad de Guatemala,14.632,-90.554,42021,3,1,290.0,Zona 7,7,169934.64,585.98
3215,Ciudad de Guatemala,14.599,-90.502,42020,3,4,296.0,Zona 10,10,515000.0,1739.86
3216,Ciudad de Guatemala,14.588,-90.502,42021,2,3,300.0,Zona 10,10,850000.0,2833.33
3217,Ciudad de Guatemala,14.595,-90.495,42020,2,2,206.0,Zona 15,15,348384.0,1691.18
3218,Ciudad de Guatemala,14.595,-90.495,42020,3,2,99.0,Zona 15,15,300000.0,3030.3
3219,Ciudad de Guatemala,14.588,-90.502,42020,3,4,300.0,Zona 10,10,850000.0,2833.33
3220,Ciudad de Guatemala,14.639,-90.51,42021,7,3,346.8,Zona 1,1,235294.12,678.47
3221,Ciudad de Guatemala,14.585,-90.532,42021,7,3,350.0,Zona 13,13,300653.59,859.01
3222,Ciudad de Guatemala,14.595,-90.495,42020,1,2,79.0,Zona 15,15,133000.0,1683.54
3223,Ciudad de Guatemala,14.588,-90.502,42020,2,3,148.0,Zona 10,10,290000.0,1959.46
3224,Ciudad de Guatemala,14.607,-90.469,42021,3,3,225.0,Zona 16,16,245000.0,1088.89
3225,Ciudad de Guatemala,14.588,-90.502,42020,3,4,255.0,Zona 10,10,780000.0,3058.82
3226,Ciudad de Guatemala,14.636,-90.51,42021,3,2,175.0,Zona 1,1,196078.43,1120.45
3227,Ciudad de Guatemala,14.599,-90.519,42020,1,1,74.0,Zona 9,9,95000.0,1283.78
3228,Ciudad de Guatemala,14.581,-90.486,42020,1,2,72.0,Zona 15,15,185000.0,2569.44
3229,Ciudad de Guatemala,14.598,-90.536,42021,2,1,240.0,Zona 9,9,196078.43,816.99
3230,Ciudad de Guatemala,14.599,-90.512,42020,2,2,154.0,Zona 10,10,279884.0,1817.43
3232,Ciudad de Guatemala,14.619,-90.516,42021,6,10,310.0,Zona 4,4,325000.0,1048.39
3233,Ciudad de Guatemala,14.635,-90.507,42021,5,5,707.0,Zona 1,1,695000.0,983.03
3235,Ciudad de Guatemala,14.595,-90.51,42020,4,5,564.0,Zona 10,10,1100000.0,1950.35
3237,Ciudad de Guatemala,14.583,-90.549,42021,4,6,580.0,Zona 12,12,658000.0,1134.48
3238,Ciudad de Guatemala,14.607,-90.521,42021,4,5,488.0,Zona 9,9,685000.0,1403.69
3239,Ciudad de Guatemala,14.63,-90.553,42021,3,2,200.0,Zona 7,7,156862.75,784.31
3240,Ciudad de Guatemala,14.607,-90.469,42021,3,2,278.0,Zona 16,16,257900.0,927.7
3241,Ciudad de Guatemala,14.583,-90.519,42020,3,5,654.449,Zona 14,14,990000.0,1512.72
3242,Ciudad de Guatemala,14.598,-90.536,42020,2,1,69.3,Zona 9,9,115032.68,1659.92
3243,Ciudad de Guatemala,14.599,-90.536,42020,3,2,148.0,Zona 9,9,349417.0,2360.93
3244,Ciudad de Guatemala,14.581,-90.549,42021,7,5,192.0,Zona 12,12,111111.11,578.7
3245,Ciudad de Guatemala,14.598,-90.536,42020,3,3,260.0,Zona 9,9,501000.0,1926.92
3246,Ciudad de Guatemala,14.607,-90.469,42020,2,2,195.0,Zona 16,16,215686.27,1106.08
3247,Ciudad de Guatemala,14.659,-90.509,42021,2,1,160.0,Zona 2,2,156862.75,980.39
3248,Ciudad de Guatemala,14.591,-90.492,42020,2,2,200.0,Zona 15,15,210000.0,1050.0
3249,Ciudad de Guatemala,14.578,-90.519,42020,2,3,173.0,Zona 14,14,225000.0,1300.58
3250,Ciudad de Guatemala,14.655,-90.511,42020,3,2,75.0,Zona 2,2,151696.0,2022.61
3251,Ciudad de Guatemala,14.66,-90.505,42020,2,1,60.0,Zona 2,2,140800.0,2346.67
3252,Ciudad de Guatemala,14.579,-90.519,42020,3,3,235.0,Zona 14,14,420000.0,1787.23
3253,Ciudad de Guatemala,14.579,-90.519,42020,3,4,450.0,Zona 14,14,550000.0,1222.22
3255,Ciudad de Guatemala,14.618,-90.516,42020,1,1,56.0,Zona 4,4,148300.0,2648.21
3256,Ciudad de Guatemala,14.582,-90.484,42020,3,3,170.0,Zona 15,15,270000.0,1588.24
3257,Ciudad de Guatemala,14.624,-90.499,42020,3,2,87.0,Zona 5,5,147058.82,1690.33
3258,Ciudad de Guatemala,14.625,-90.499,42021,4,1,110.0,Zona 5,5,153594.77,1396.32
3260,Ciudad de Guatemala,14.622,-90.518,42020,3,0,298.0,Zona 4,4,315000.0,1057.05
3262,Ciudad de Guatemala,14.638,-90.509,42021,6,0,260.0,Zona 1,1,180000.0,692.31
3263,Ciudad de Guatemala,14.579,-90.501,42020,3,2,127.0,Zona 15,15,145000.0,1141.73
3264,Ciudad de Guatemala,14.595,-90.504,42020,3,2,182.0,Zona 10,10,170000.0,934.07
3265,Ciudad de Guatemala,14.623,-90.562,42020,3,4,156.83,Zona 11,11,220000.0,1402.79
3266,Ciudad de Guatemala,14.594,-90.513,42020,3,2,296.0,Zona 10,10,480000.0,1621.62
3267,Ciudad de Guatemala,14.639,-90.51,42021,3,2,175.0,Zona 1,1,98039.22,560.22
3269,Ciudad de Guatemala,14.598,-90.536,42020,2,1,70.12,Zona 9,9,120261.44,1715.08
3270,Ciudad de Guatemala,14.636,-90.51,42020,1,1,36.0,Zona 1,1,78431.37,2178.65
3272,Ciudad de Guatemala,14.614,-90.484,42021,4,3,452.0,Zona 16,16,995000.0,2201.33
3274,Ciudad de Guatemala,14.595,-90.504,42021,5,4,550.0,Zona 10,10,599000.0,1089.09
3275,Ciudad de Guatemala,14.591,-90.492,42020,3,2,185.0,Zona 15,15,170000.0,918.92
3276,Ciudad de Guatemala,14.61,-90.483,42021,4,3,200.0,Zona 16,16,228000.0,1140.0
3277,Ciudad de Guatemala,14.637,-90.551,42020,3,3,263.0,Zona 7,7,420000.0,1596.96
3278,Ciudad de Guatemala,14.6,-90.557,42020,3,2,100.0,Zona 11,11,115032.68,1150.33
3279,Ciudad de Guatemala,14.584,-90.516,42020,2,2,137.0,Zona 14,14,299000.0,2182.48
3280,Ciudad de Guatemala,14.604,-90.559,42020,3,2,79.0,Zona 11,11,120784.31,1528.92
3281,Ciudad de Guatemala,14.584,-90.516,42020,3,3,359.0,Zona 14,14,854369.0,2379.86
3282,Ciudad de Guatemala,14.58,-90.53,42020,1,1,106.0,Zona 13,13,250240.0,2360.75
3284,Ciudad de Guatemala,14.588,-90.502,42021,3,2,455.0,Zona 10,10,470000.0,1032.97
3285,Ciudad de Guatemala,14.604,-90.559,42021,10,4,260.0,Zona 11,11,175000.0,673.08
3286,Ciudad de Guatemala,14.595,-90.504,42021,3,2,250.0,Zona 10,10,450000.0,1800.0
3287,Ciudad de Guatemala,14.593,-90.505,42020,3,3,116.0,Zona 10,10,250000.0,2155.17
3288,Ciudad de Guatemala,14.595,-90.504,42021,3,2,310.0,Zona 10,10,450000.0,1451.61
3289,Ciudad de Guatemala,14.595,-90.51,42021,3,2,272.0,Zona 10,10,585000.0,2150.74
3290,Ciudad de Guatemala,14.593,-90.49,42020,2,2,124.0,Zona 15,15,139000.0,1120.97
3291,Ciudad de Guatemala,14.607,-90.469,42021,3,2,160.0,Zona 16,16,199500.0,1246.88
3292,Ciudad de Guatemala,14.635,-90.516,42020,2,1,93.0,Zona 1,1,185000.0,1989.25
3294,Ciudad de Guatemala,14.591,-90.492,42021,3,2,178.0,Zona 15,15,395000.0,2219.1
3295,Ciudad de Guatemala,14.626,-90.497,42020,3,2,87.0,Zona 5,5,147058.82,1690.33
3296,Ciudad de Guatemala,14.595,-90.495,42020,3,3,210.0,Zona 15,15,349500.0,1664.29
3297,Ciudad de Guatemala,14.599,-90.509,42020,1,2,76.0,Zona 10,10,150000.0,1973.68
3299,Ciudad de Guatemala,14.641,-90.501,42020,3,2,63.0,Zona 1,1,99346.41,1576.93
3300,Ciudad de Guatemala,14.595,-90.521,42021,4,3,254.0,Zona 9,9,180000.0,708.66
3301,Ciudad de Guatemala,14.588,-90.502,42020,2,2,75.0,Zona 10,10,165000.0,2200.0
3302,Ciudad de Guatemala,14.588,-90.502,42020,3,1,174.0,Zona 10,10,239890.0,1378.68
3303,Ciudad de Guatemala,14.607,-90.469,42020,2,2,80.0,Zona 16,16,94500.0,1181.25
3304,Ciudad de Guatemala,14.639,-90.51,42021,3,2,150.0,Zona 1,1,143790.85,958.61
3305,Ciudad de Guatemala,14.65,-90.48,42021,7,4,245.0,Zona 17,17,143790.85,586.9
3306,Ciudad de Guatemala,14.6,-90.56,42020,2,2,57.0,Zona 11,11,99346.41,1742.92
3307,Ciudad de Guatemala,14.61,-90.483,42021,3,3,236.0,Zona 16,16,225000.0,953.39
3309,Ciudad de Guatemala,14.582,-90.513,42020,3,4,326.0,Zona 14,14,420000.0,1288.34
3310,Ciudad de Guatemala,14.622,-90.531,42021,2,1,50.0,Zona 8,8,95424.84,1908.5
3311,Ciudad de Guatemala,14.588,-90.502,42020,3,1,187.0,Zona 10,10,170000.0,909.09
3312,Ciudad de Guatemala,14.607,-90.469,42021,3,3,300.0,Zona 16,16,338000.0,1126.67
3313,Ciudad de Guatemala,14.595,-90.495,42020,3,3,190.0,Zona 15,15,365000.0,1921.05
3314,Ciudad de Guatemala,14.619,-90.517,42020,2,2,100.0,Zona 4,4,239700.0,2397.0
3315,Ciudad de Guatemala,14.595,-90.495,42020,3,3,320.0,Zona 15,15,550000.0,1718.75
3316,Ciudad de Guatemala,14.607,-90.52,42020,3,3,108.0,Zona 9,9,136732.03,1266.04
3317,Ciudad de Guatemala,14.607,-90.52,42020,1,1,48.0,Zona 9,9,75816.99,1579.52
3318,Ciudad de Guatemala,14.579,-90.518,42020,3,2,135.0,Zona 14,14,255000.0,1888.89
3319,Ciudad de Guatemala,14.604,-90.556,42020,2,2,65.0,Zona 11,11,130000.0,2000.0
3320,Ciudad de Guatemala,14.583,-90.518,42021,2,2,90.0,Zona 14,14,230000.0,2555.56
3321,Ciudad de Guatemala,14.588,-90.502,42020,2,2,74.0,Zona 10,10,214236.0,2895.08
3322,Ciudad de Guatemala,14.6,-90.56,42020,3,1,78.0,Zona 11,11,109803.92,1407.74
3323,Ciudad de Guatemala,14.595,-90.495,42020,3,2,109.0,Zona 15,15,219223.0,2011.22
3324,Ciudad de Guatemala,14.584,-90.516,42020,3,2,189.0,Zona 14,14,196297.0,1038.61
3325,Ciudad de Guatemala,14.595,-90.521,42021,4,4,510.0,Zona 9,9,780000.0,1529.41
3326,Ciudad de Guatemala,14.584,-90.516,42020,3,1,279.0,Zona 14,14,725000.0,2598.57
3327,Ciudad de Guatemala,14.607,-90.469,42021,3,2,485.0,Zona 16,16,250000.0,515.46
3328,Ciudad de Guatemala,14.6,-90.56,42021,3,2,242.0,Zona 11,11,182000.0,752.07
