,City,latitude,longitude,Tipo,Bedrooms,Bathrooms,Surface,Zone,Zone_Val,Price_USD,Price_m2_USD
14463,Ciudad de Guatemala,14.571,-90.485,42021,3,2,170.0,Zona 15,15,84967.32,499.81
14464,Ciudad de Guatemala,14.591,-90.492,42021,3,3,410.0,Zona 15,15,350000.0,853.66
14465,Ciudad de Guatemala,14.571,-90.485,42021,4,3,350.0,Zona 15,15,450000.0,1285.71
14466,Ciudad de Guatemala,14.58,-90.484,42020,4,5,540.0,Zona 15,15,520000.0,962.96
14467,Ciudad de Guatemala,14.583,-90.516,42021,3,2,250.0,Zona 14,14,450000.0,1800.0
14468,Ciudad de Guatemala,14.594,-90.494,42021,3,2,150.0,Zona 15,15,350000.0,2333.33
14469,Ciudad de Guatemala,14.608,-90.478,42021,3,4,230.0,Zona 16,16,240000.0,1043.48
14470,Ciudad de Guatemala,14.579,-90.518,42021,3,3,399.0,Zona 14,14,685000.0,1716.79
14471,Ciudad de Guatemala,14.586,-90.502,42021,3,4,280.0,Zona 10,10,385000.0,1375.0
14472,Ciudad de Guatemala,14.595,-90.504,42021,4,3,280.0,Zona 10,10,200000.0,714.29
14473,Ciudad de Guatemala,14.584,-90.481,42021,4,3,400.0,Zona 15,15,450000.0,1125.0
14474,Ciudad de Guatemala,14.581,-90.485,42021,2,2,200.0,Zona 15,15,99343.01,496.72
14475,Ciudad de Guatemala,14.581,-90.485,42021,4,2,144.0,Zona 15,15,114117.12,792.48
14476,Ciudad de Guatemala,14.598,-90.507,42020,3,3,188.0,Zona 10,10,262500.0,1396.28
14477,Ciudad de Guatemala,14.588,-90.502,42021,3,4,333.0,Zona 10,10,625000.0,1876.88
14478,Ciudad de Guatemala,14.577,-90.463,42021,3,4,520.0,Zona 15,15,800000.0,1538.46
14479,Ciudad de Guatemala,14.579,-90.518,42020,3,4,318.0,Zona 14,14,625000.0,1965.41
14480,Ciudad de Guatemala,14.553,-90.511,42021,3,5,100.8,Zona 13,13,78431.37,778.09
14481,Ciudad de Guatemala,14.595,-90.521,42021,3,3,194.0,Zona 9,9,98039.22,505.36
14482,Ciudad de Guatemala,14.584,-90.516,42020,3,4,333.0,Zona 14,14,530000.0,1591.59
14483,Ciudad de Guatemala,14.584,-90.516,42020,2,2,100.0,Zona 14,14,125000.0,1250.0
14484,Ciudad de Guatemala,14.571,-90.486,42020,3,3,140.0,Zona 15,15,260000.0,1857.14
14485,Ciudad de Guatemala,14.565,-90.508,42020,3,1,95.0,Zona 14,14,69281.05,729.27
14486,Ciudad de Guatemala,14.595,-90.504,42021,3,2,455.0,Zona 10,10,470000.0,1032.97
14487,Ciudad de Guatemala,14.579,-90.518,42021,3,2,250.0,Zona 14,14,450000.0,1800.0
14488,Ciudad de Guatemala,14.588,-90.502,42020,3,3,190.0,Zona 10,10,375000.0,1973.68
14489,Ciudad de Guatemala,14.588,-90.502,42021,4,4,350.0,Zona 10,10,569000.0,1625.71
14490,Ciudad de Guatemala,14.584,-90.516,42020,1,1,83.0,Zona 14,14,150000.0,1807.23
14491,Ciudad de Guatemala,14.585,-90.532,42021,6,4,475.0,Zona 13,13,375000.0,789.47
14492,Ciudad de Guatemala,14.595,-90.458,42021,4,5,440.0,Zona 16,16,790000.0,1795.45
14493,Ciudad de Guatemala,14.595,-90.495,42020,2,2,66.0,Zona 15,15,134326.8,2035.25
14494,Ciudad de Guatemala,14.575,-90.48,42021,4,4,569.0,Zona 15,15,560000.0,984.18
14495,Ciudad de Guatemala,14.595,-90.521,42021,4,2,301.0,Zona 9,9,285000.0,946.84
14499,Ciudad de Guatemala,14.56,-90.465,42021,5,6,586.0,Zona 15,15,630000.0,1075.09
14500,Ciudad de Guatemala,14.586,-90.499,42021,3,4,254.0,Zona 15,15,270000.0,1062.99
14502,Ciudad de Guatemala,14.595,-90.495,42020,2,3,177.0,Zona 15,15,255000.0,1440.68
14503,Ciudad de Guatemala,14.607,-90.488,42021,3,3,594.0,Zona 16,16,995000.0,1675.08
14504,Ciudad de Guatemala,14.588,-90.502,42021,3,2,475.0,Zona 10,10,420000.0,884.21
14505,Ciudad de Guatemala,14.588,-90.502,42021,4,3,210.0,Zona 10,10,515000.0,2452.38
14506,Ciudad de Guatemala,14.588,-90.502,42021,4,3,210.0,Zona 10,10,285000.0,1357.14
14507,Ciudad de Guatemala,14.584,-90.516,42020,3,2,250.0,Zona 14,14,260000.0,1040.0
14508,Ciudad de Guatemala,14.571,-90.485,42021,4,4,270.0,Zona 15,15,180000.0,666.67
14509,Ciudad de Guatemala,14.595,-90.495,42021,3,3,363.0,Zona 15,15,350000.0,964.19
14510,Ciudad de Guatemala,14.571,-90.485,42021,3,4,344.0,Zona 15,15,320000.0,930.23
14511,Ciudad de Guatemala,14.593,-90.507,42020,2,2,82.0,Zona 10,10,90000.0,1097.56
14512,Ciudad de Guatemala,14.607,-90.469,42021,3,3,180.0,Zona 16,16,190000.0,1055.56
14513,Ciudad de Guatemala,14.571,-90.485,42021,3,2,365.0,Zona 15,15,230000.0,630.14
14514,Ciudad de Guatemala,14.602,-90.508,42020,4,4,495.0,Zona 10,10,1200000.0,2424.24
14515,Ciudad de Guatemala,14.571,-90.485,42021,3,3,450.0,Zona 15,15,365000.0,811.11
14516,Ciudad de Guatemala,14.599,-90.502,42020,3,3,247.0,Zona 10,10,567000.0,2295.55
14517,Ciudad de Guatemala,14.571,-90.485,42021,3,2,230.0,Zona 15,15,325000.0,1413.04
14518,Ciudad de Guatemala,14.595,-90.495,42021,3,3,210.0,Zona 15,15,255000.0,1214.29
14519,Ciudad de Guatemala,14.564,-90.479,42020,2,2,160.0,Zona 15,15,250000.0,1562.5
14520,Ciudad de Guatemala,14.591,-90.492,42021,5,3,254.0,Zona 15,15,209150.33,823.43
14521,Ciudad de Guatemala,14.579,-90.518,42020,3,3,165.0,Zona 14,14,234900.0,1423.64
14523,Ciudad de Guatemala,14.591,-90.492,42021,4,4,542.0,Zona 15,15,700000.0,1291.51
14524,Ciudad de Guatemala,14.588,-90.502,42021,10,10,625.0,Zona 10,10,700000.0,1120.0
14525,Ciudad de Guatemala,14.584,-90.516,42021,8,10,600.0,Zona 14,14,900000.0,1500.0
14526,Ciudad de Guatemala,14.588,-90.502,42021,4,4,598.0,Zona 10,10,345000.0,576.92
14527,Ciudad de Guatemala,14.595,-90.495,42020,3,3,170.0,Zona 15,15,270000.0,1588.24
14528,Ciudad de Guatemala,14.591,-90.492,42021,4,4,450.0,Zona 15,15,390000.0,866.67
14529,Ciudad de Guatemala,14.555,-90.46,42021,4,3,270.0,Zona 15,15,218000.0,807.41
14530,Ciudad de Guatemala,14.591,-90.492,42020,2,2,113.0,Zona 15,15,225000.0,1991.15
14531,Ciudad de Guatemala,14.572,-90.498,42021,3,3,300.0,Zona 15,15,295000.0,983.33
14532,Ciudad de Guatemala,14.572,-90.498,42020,1,1,58.0,Zona 15,15,140000.0,2413.79
14533,Ciudad de Guatemala,14.572,-90.498,42020,3,4,175.0,Zona 15,15,285000.0,1628.57
14534,Ciudad de Guatemala,14.602,-90.461,42021,3,2,220.0,Zona 16,16,178431.37,811.05
14535,Ciudad de Guatemala,14.572,-90.498,42021,3,4,445.0,Zona 15,15,550000.0,1235.96
14536,Ciudad de Guatemala,14.607,-90.469,42020,2,2,116.4,Zona 16,16,145000.0,1245.7
14537,Ciudad de Guatemala,14.607,-90.469,42021,4,4,238.0,Zona 16,16,199000.0,836.13
14538,Ciudad de Guatemala,14.595,-90.495,42020,3,3,103.0,Zona 15,15,200000.0,1941.75
14539,Ciudad de Guatemala,14.571,-90.53,42020,3,2,134.0,Zona 13,13,148627.45,1109.16
14540,Ciudad de Guatemala,14.592,-90.472,42021,5,5,400.0,Zona 15,15,725000.0,1812.5
14541,Ciudad de Guatemala,14.592,-90.472,42021,3,3,400.0,Zona 15,15,395000.0,987.5
14542,Ciudad de Guatemala,14.594,-90.458,42021,4,3,312.0,Zona 16,16,350000.0,1121.79
14545,Ciudad de Guatemala,14.571,-90.485,42021,3,2,170.0,Zona 15,15,105000.0,617.65
14549,Ciudad de Guatemala,14.622,-90.531,42021,3,2,200.0,Zona 8,8,71895.42,359.48
14550,Ciudad de Guatemala,14.584,-90.516,42020,3,2,145.0,Zona 14,14,179500.0,1237.93
14551,Ciudad de Guatemala,14.631,-90.462,42021,3,3,175.0,Zona 17,17,205882.35,1176.47
14552,Ciudad de Guatemala,14.584,-90.516,42020,3,3,211.0,Zona 14,14,489900.0,2321.8
14553,Ciudad de Guatemala,14.584,-90.516,42020,3,2,84.0,Zona 14,14,140000.0,1666.67
14555,Ciudad de Guatemala,14.591,-90.492,42021,3,3,250.0,Zona 15,15,145000.0,580.0
14556,Ciudad de Guatemala,14.568,-90.457,42021,4,0,555.0,Zona 15,15,347000.0,625.23
14557,Ciudad de Guatemala,14.584,-90.516,42020,3,3,199.0,Zona 14,14,310000.0,1557.79
14558,Ciudad de Guatemala,14.584,-90.516,42020,2,3,199.0,Zona 14,14,310000.0,1557.79
14560,Ciudad de Guatemala,14.593,-90.506,42020,1,1,72.2,Zona 10,10,96800.0,1340.72
14561,Ciudad de Guatemala,14.605,-90.511,42020,1,1,70.0,Zona 9,9,120000.0,1714.29
14562,Ciudad de Guatemala,14.563,-90.512,42021,4,4,194.43,Zona 14,14,177287.58,911.83
14565,Ciudad de Guatemala,14.622,-90.478,42021,3,0,285.0,Zona 16,16,307000.0,1077.19
14567,Ciudad de Guatemala,14.607,-90.481,42021,4,0,315.0,Zona 16,16,264000.0,838.1
14568,Ciudad de Guatemala,14.613,-90.492,42020,3,0,310.0,Zona 16,16,525000.0,1693.55
14569,Ciudad de Guatemala,14.592,-90.508,42020,2,0,70.0,Zona 10,10,187000.0,2671.43
14570,Ciudad de Guatemala,14.593,-90.492,42020,3,0,172.0,Zona 15,15,280000.0,1627.91
14571,Ciudad de Guatemala,14.592,-90.509,42020,4,0,365.0,Zona 10,10,850000.0,2328.77
14573,Ciudad de Guatemala,14.573,-90.495,42021,3,0,195.0,Zona 15,15,165000.0,846.15
14574,Ciudad de Guatemala,14.58,-90.521,42020,3,0,200.0,Zona 14,14,250000.0,1250.0
14575,Ciudad de Guatemala,14.59,-90.49,42020,3,0,431.0,Zona 15,15,1350000.0,3132.25
14576,Ciudad de Guatemala,14.567,-90.471,42021,4,0,390.0,Zona 15,15,330000.0,846.15
14577,Ciudad de Guatemala,14.58,-90.53,42021,5,3,316.0,Zona 13,13,248366.01,785.97
14578,Ciudad de Guatemala,14.622,-90.518,42020,2,0,50.0,Zona 4,4,131580.0,2631.6
14579,Ciudad de Guatemala,14.622,-90.518,42020,1,0,31.0,Zona 4,4,79640.0,2569.03
14580,Ciudad de Guatemala,14.61,-90.483,42021,5,5,260.0,Zona 16,16,160000.0,615.38
14581,Ciudad de Guatemala,14.571,-90.485,42021,4,4,390.0,Zona 15,15,245000.0,628.21
14583,Ciudad de Guatemala,14.61,-90.483,42021,4,4,261.0,Zona 16,16,265000.0,1015.33
14584,Ciudad de Guatemala,14.591,-90.492,42020,3,3,147.0,Zona 15,15,167000.0,1136.05
14586,Ciudad de Guatemala,14.61,-90.483,42020,2,2,121.0,Zona 16,16,340000.0,2809.92
14587,Ciudad de Guatemala,14.591,-90.492,42020,2,2,78.64,Zona 15,15,167058.82,2124.35
14588,Ciudad de Guatemala,14.591,-90.492,42020,2,2,83.09,Zona 15,15,190000.0,2286.68
14589,Ciudad de Guatemala,14.591,-90.492,42021,3,3,310.0,Zona 15,15,487200.0,1571.61
14590,Ciudad de Guatemala,14.572,-90.498,42020,1,1,63.0,Zona 15,15,83000.0,1317.46
14591,Ciudad de Guatemala,14.591,-90.492,42021,3,3,280.0,Zona 15,15,476000.0,1700.0
14592,Ciudad de Guatemala,14.61,-90.483,42020,1,1,77.0,Zona 16,16,175000.0,2272.73
14593,Ciudad de Guatemala,14.555,-90.47,42021,2,2,130.0,Zona 15,15,140000.0,1076.92
14594,Ciudad de Guatemala,14.581,-90.52,42020,2,3,198.0,Zona 14,14,295000.0,1489.9
14595,Ciudad de Guatemala,14.598,-90.47,42021,4,5,400.0,Zona 16,16,400000.0,1000.0
14596,Ciudad de Guatemala,14.588,-90.503,42020,2,2,80.0,Zona 10,10,180000.0,2250.0
14597,Ciudad de Guatemala,14.583,-90.523,42020,2,3,308.0,Zona 14,14,615000.0,1996.75
14598,Ciudad de Guatemala,14.571,-90.53,42021,10,10,610.0,Zona 13,13,570000.0,934.43
14599,Ciudad de Guatemala,14.591,-90.492,42020,1,1,70.0,Zona 15,15,157500.0,2250.0
14600,Ciudad de Guatemala,14.584,-90.515,42020,3,4,215.0,Zona 14,14,295000.0,1372.09
14601,Ciudad de Guatemala,14.607,-90.469,42020,3,4,333.0,Zona 16,16,640000.0,1921.92
14602,Ciudad de Guatemala,14.607,-90.469,42020,2,2,207.0,Zona 16,16,176470.59,852.51
14603,Ciudad de Guatemala,14.576,-90.522,42020,3,4,250.0,Zona 14,14,680000.0,2720.0
14604,Ciudad de Guatemala,14.586,-90.501,42021,3,2,280.0,Zona 10,10,275000.0,982.14
14605,Ciudad de Guatemala,14.571,-90.53,42021,3,3,280.0,Zona 13,13,195000.0,696.43
14606,Ciudad de Guatemala,14.607,-90.469,42020,2,3,250.0,Zona 16,16,485000.0,1940.0
14607,Ciudad de Guatemala,14.572,-90.498,42021,3,2,516.0,Zona 15,15,425000.0,823.64
14608,Ciudad de Guatemala,14.639,-90.507,42021,7,3,275.0,Zona 1,1,209150.33,760.55
14609,Ciudad de Guatemala,14.59,-90.493,42020,1,1,60.0,Zona 15,15,150000.0,2500.0
14610,Ciudad de Guatemala,14.61,-90.483,42020,3,3,187.78,Zona 16,16,242005.1,1288.77
14611,Ciudad de Guatemala,14.63,-90.515,42021,3,3,233.0,Zona 1,1,250000.0,1072.96
14612,Ciudad de Guatemala,14.592,-90.489,42020,3,3,248.0,Zona 15,15,250000.0,1008.06
14613,Ciudad de Guatemala,14.591,-90.492,42021,4,4,420.0,Zona 15,15,383000.0,911.9
14614,Ciudad de Guatemala,14.607,-90.469,42021,3,3,250.0,Zona 16,16,770000.0,3080.0
14615,Ciudad de Guatemala,14.61,-90.483,42021,3,3,594.0,Zona 16,16,955000.0,1607.74
14616,Ciudad de Guatemala,14.61,-90.483,42021,3,4,350.0,Zona 16,16,775000.0,2214.29
14617,Ciudad de Guatemala,14.571,-90.485,42020,2,1,100.0,Zona 15,15,250000.0,2500.0
14619,Ciudad de Guatemala,14.595,-90.504,42021,5,2,177.0,Zona 10,10,315000.0,1779.66
14621,Ciudad de Guatemala,14.584,-90.516,42020,3,3,320.0,Zona 14,14,395000.0,1234.38
14622,Ciudad de Guatemala,14.594,-90.458,42021,4,3,312.0,Zona 16,16,340000.0,1089.74
14623,Ciudad de Guatemala,14.607,-90.469,42020,2,4,136.0,Zona 16,16,240000.0,1764.71
14624,Ciudad de Guatemala,14.597,-90.462,42020,3,2,100.0,Zona 16,16,175000.0,1750.0
14626,Ciudad de Guatemala,14.619,-90.517,42020,2,2,88.52,Zona 4,4,190000.0,2146.41
14627,Ciudad de Guatemala,14.584,-90.516,42020,3,4,285.0,Zona 14,14,600000.0,2105.26
14628,Ciudad de Guatemala,14.564,-90.479,42021,4,4,440.0,Zona 15,15,621000.0,1411.36
14629,Ciudad de Guatemala,14.604,-90.457,42021,3,2,150.0,Zona 16,16,143790.85,958.61
14630,Ciudad de Guatemala,14.607,-90.469,42020,2,3,250.0,Zona 16,16,485000.0,1940.0
14631,Ciudad de Guatemala,14.618,-90.485,42021,4,5,550.0,Zona 16,16,1300000.0,2363.64
14633,Mixco,14.605,-90.598,42021,4,4,280.0,Zona 8 de Mixco,8,209000.0,746.43
14634,Ciudad de Guatemala,14.643,-90.466,42021,6,3,320.0,Zona 17,17,98039.22,306.37
14635,Ciudad de Guatemala,14.605,-90.541,42021,5,2,128.0,Zona 8,8,196078.43,1531.86
14636,Ciudad de Guatemala,14.643,-90.466,42021,4,4,250.0,Zona 17,17,209150.33,836.6
14637,Ciudad de Guatemala,14.525,-90.569,42021,3,1,90.0,Zona 21,21,43790.85,486.56
14638,Ciudad de Guatemala,14.546,-90.543,42021,3,3,107.0,Zona 21,21,68888.89,643.82
14640,Ciudad de Guatemala,14.607,-90.521,42021,3,5,395.0,Zona 9,9,535000.0,1354.43
14641,Ciudad de Guatemala,14.607,-90.469,42020,2,2,195.0,Zona 16,16,215686.27,1106.08
14642,Ciudad de Guatemala,14.607,-90.469,42021,4,6,670.0,Zona 16,16,1275000.0,1902.99
14643,Ciudad de Guatemala,14.594,-90.458,42021,4,3,312.0,Zona 16,16,350000.0,1121.79
14644,Ciudad de Guatemala,14.607,-90.469,42021,4,5,625.0,Zona 16,16,1600000.0,2560.0
14645,Ciudad de Guatemala,14.584,-90.516,42020,3,4,285.0,Zona 14,14,600000.0,2105.26
14646,Ciudad de Guatemala,14.622,-90.478,42021,3,0,285.0,Zona 16,16,307000.0,1077.19
14647,Ciudad de Guatemala,14.607,-90.52,42020,1,1,48.0,Zona 9,9,75816.99,1579.52
14648,Ciudad de Guatemala,14.584,-90.516,42020,0,1,90.0,Zona 14,14,156000.0,1733.33
14649,Ciudad de Guatemala,14.584,-90.516,42020,2,2,137.0,Zona 14,14,299000.0,2182.48
14650,Ciudad de Guatemala,14.607,-90.469,42021,4,4,171.0,Zona 16,16,225000.0,1315.79
14651,Ciudad de Guatemala,14.583,-90.523,42020,2,3,308.0,Zona 14,14,615000.0,1996.75
14652,Ciudad de Guatemala,14.623,-90.562,42020,2,3,175.0,Zona 11,11,250000.0,1428.57
14653,Mixco,14.702,-90.524,42021,3,1,60.0,Zona 11 de Mixco,11,45751.63,762.53
14654,Ciudad de Guatemala,14.611,-90.563,42021,6,4,420.0,Zona 11,11,329000.0,783.33
14655,Ciudad de Guatemala,14.65,-90.525,42020,3,2,83.0,Zona 3,3,98039.22,1181.2
14656,Mixco,14.643,-90.599,42020,3,2,91.0,Zona 7 de Mixco,7,115568.63,1269.98
14657,Ciudad de Guatemala,14.64,-90.519,42021,8,6,225.0,Zona 1,1,326797.39,1452.43
14659,Mixco,14.679,-90.538,42020,3,3,88.0,Zona 11 de Mixco,11,124183.01,1411.17
14660,Ciudad de Guatemala,14.607,-90.469,42021,3,3,278.0,Zona 16,16,257900.0,927.7
14661,Ciudad de Guatemala,14.618,-90.514,42020,1,1,38.0,Zona 4,4,90750.0,2388.16
14662,Ciudad de Guatemala,14.579,-90.518,42020,3,2,132.52,Zona 14,14,225000.0,1697.86
14663,Ciudad de Guatemala,14.584,-90.516,42020,3,3,320.0,Zona 14,14,395000.0,1234.38
14664,Ciudad de Guatemala,14.618,-90.476,42021,3,2,450.0,Zona 16,16,840000.0,1866.67
14665,Ciudad de Guatemala,14.584,-90.516,42020,1,1,88.0,Zona 14,14,149600.0,1700.0
14666,Ciudad de Guatemala,14.584,-90.516,42020,2,2,123.0,Zona 14,14,200000.0,1626.02
14667,Ciudad de Guatemala,14.585,-90.52,42020,3,4,250.0,Zona 14,14,430000.0,1720.0
14669,Ciudad de Guatemala,14.584,-90.516,42020,1,2,86.44,Zona 14,14,195000.0,2255.9
14670,Ciudad de Guatemala,14.564,-90.479,42021,4,6,265.0,Zona 15,15,204999.0,773.58
14672,Mixco,14.639,-90.579,42021,4,4,160.0,Zona 3 de Mixco,3,190000.0,1187.5
14673,Ciudad de Guatemala,14.6,-90.56,42020,2,1,66.0,Zona 11,11,99346.41,1505.25
14674,Ciudad de Guatemala,14.668,-90.456,42021,3,3,155.0,Zona 18,18,104444.44,673.84
14675,Ciudad de Guatemala,14.668,-90.456,42020,2,1,51.0,Zona 18,18,34640.52,679.23
14681,Ciudad de Guatemala,14.584,-90.516,42021,2,3,478.0,Zona 14,14,1600000.0,3347.28
14682,Ciudad de Guatemala,14.607,-90.52,42020,1,1,48.0,Zona 9,9,75816.99,1579.52
14683,Ciudad de Guatemala,14.58,-90.519,42020,3,4,212.0,Zona 14,14,498900.0,2353.3
14684,Ciudad de Guatemala,14.612,-90.471,42021,3,2,120.0,Zona 16,16,164444.44,1370.37
14685,Ciudad de Guatemala,14.607,-90.469,42021,4,5,588.81,Zona 16,16,795000.0,1350.18
14686,Ciudad de Guatemala,14.589,-90.518,42020,3,2,134.0,Zona 14,14,235000.0,1753.73
14687,Ciudad de Guatemala,14.627,-90.494,42021,3,1,346.0,Zona 5,5,167156.86,483.11
14688,Ciudad de Guatemala,14.607,-90.469,42020,2,3,140.0,Zona 16,16,190000.0,1357.14
14689,Ciudad de Guatemala,14.6,-90.461,42021,5,5,470.0,Zona 16,16,575000.0,1223.4
14690,Ciudad de Guatemala,14.566,-90.509,42020,3,1,70.0,Zona 14,14,62745.1,896.36
14691,Ciudad de Guatemala,14.596,-90.458,42021,4,5,430.0,Zona 16,16,520000.0,1209.3
14692,Ciudad de Guatemala,14.64,-90.518,42021,3,2,225.0,Zona 1,1,117647.06,522.88
14694,Ciudad de Guatemala,14.647,-90.501,42021,7,3,346.8,Zona 1,1,230000.0,663.21
14695,Ciudad de Guatemala,14.524,-90.551,42021,7,2,72.0,Zona 21,21,49019.61,680.83
14696,Ciudad de Guatemala,14.6,-90.56,42021,3,2,100.0,Zona 11,11,366013.07,3660.13
14697,Ciudad de Guatemala,14.53,-90.595,42021,3,2,140.0,Zona 21,21,156862.75,1120.45
14698,Ciudad de Guatemala,14.6,-90.56,42020,3,2,78.0,Zona 11,11,121385.62,1556.23
14699,Ciudad de Guatemala,14.67,-90.465,42021,3,2,163.0,Zona 18,18,111111.11,681.66
14700,Ciudad de Guatemala,14.646,-90.499,42020,3,2,70.0,Zona 1,1,104575.16,1493.93
14701,Ciudad de Guatemala,14.58,-90.519,42021,3,4,462.0,Zona 14,14,960000.0,2077.92
14702,Ciudad de Guatemala,14.588,-90.502,42020,3,4,354.0,Zona 10,10,565000.0,1596.05
14703,Ciudad de Guatemala,14.588,-90.502,42020,4,4,712.0,Zona 10,10,750000.0,1053.37
14704,Ciudad de Guatemala,14.582,-90.513,42020,3,2,167.0,Zona 14,14,200000.0,1197.6
14705,Ciudad de Guatemala,14.593,-90.508,42020,1,2,94.0,Zona 10,10,155000.0,1648.94
14706,Ciudad de Guatemala,14.607,-90.469,42021,3,3,278.0,Zona 16,16,257900.0,927.7
14707,Ciudad de Guatemala,14.599,-90.474,42021,3,4,256.0,Zona 16,16,290000.0,1132.81
14708,Ciudad de Guatemala,14.564,-90.479,42021,4,4,436.0,Zona 15,15,480000.0,1100.92
14709,Ciudad de Guatemala,14.595,-90.504,42020,2,2,130.5,Zona 10,10,225000.0,1724.14
14710,Ciudad de Guatemala,14.602,-90.442,42021,3,2,300.0,Zona 16,16,235000.0,783.33
14711,Ciudad de Guatemala,14.584,-90.515,42021,3,3,300.0,Zona 14,14,550000.0,1833.33
14712,Ciudad de Guatemala,14.599,-90.508,42021,4,4,450.0,Zona 10,10,580000.0,1288.89
14713,Ciudad de Guatemala,14.571,-90.485,42020,2,3,215.0,Zona 15,15,275000.0,1279.07
14714,Ciudad de Guatemala,14.571,-90.485,42021,3,3,450.0,Zona 15,15,850000.0,1888.89
14715,Ciudad de Guatemala,14.588,-90.502,42021,5,5,550.0,Zona 10,10,599000.0,1089.09
14716,Ciudad de Guatemala,14.595,-90.495,42021,3,3,385.0,Zona 15,15,525000.0,1363.64
14717,Ciudad de Guatemala,14.588,-90.502,42020,3,4,332.23,Zona 10,10,625000.0,1881.23
14718,Ciudad de Guatemala,14.588,-90.502,42021,5,5,597.0,Zona 10,10,1300000.0,2177.55
14719,Ciudad de Guatemala,14.607,-90.469,42020,2,3,140.0,Zona 16,16,190000.0,1357.14
14720,Ciudad de Guatemala,14.607,-90.47,42020,3,1,72.0,Zona 16,16,118000.0,1638.89
14721,Ciudad de Guatemala,14.588,-90.502,42020,2,2,250.0,Zona 10,10,325000.0,1300.0
14722,Ciudad de Guatemala,14.564,-90.479,42021,3,2,298.0,Zona 15,15,295000.0,989.93
14723,Ciudad de Guatemala,14.595,-90.521,42021,4,2,400.0,Zona 9,9,370000.0,925.0
14724,Ciudad de Guatemala,14.607,-90.469,42020,4,2,455.0,Zona 16,16,1100000.0,2417.58
14726,Ciudad de Guatemala,14.588,-90.502,42020,3,2,310.0,Zona 10,10,375000.0,1209.68
14727,Ciudad de Guatemala,14.595,-90.495,42020,2,2,420.0,Zona 15,15,450000.0,1071.43
14728,Ciudad de Guatemala,14.595,-90.495,42021,4,3,643.0,Zona 15,15,540000.0,839.81
14729,Ciudad de Guatemala,14.583,-90.515,42020,3,3,377.0,Zona 14,14,695000.0,1843.5
14730,Ciudad de Guatemala,14.595,-90.521,42021,3,2,295.0,Zona 9,9,425000.0,1440.68
14731,Ciudad de Guatemala,14.583,-90.515,42020,3,2,252.0,Zona 14,14,600000.0,2380.95
14732,Ciudad de Guatemala,14.583,-90.515,42020,2,2,163.0,Zona 14,14,340000.0,2085.89
14733,Ciudad de Guatemala,14.607,-90.47,42021,4,3,544.0,Zona 16,16,845000.0,1553.31
14734,Ciudad de Guatemala,14.573,-90.481,42021,4,2,300.0,Zona 15,15,275000.0,916.67
14736,Ciudad de Guatemala,14.607,-90.47,42021,3,1,378.0,Zona 16,16,275000.0,727.51
14737,Ciudad de Guatemala,14.595,-90.504,42020,2,3,160.0,Zona 10,10,285000.0,1781.25
14738,Ciudad de Guatemala,14.599,-90.502,42020,3,4,167.0,Zona 10,10,380000.0,2275.45
14739,Ciudad de Guatemala,14.571,-90.485,42021,4,5,525.0,Zona 15,15,300000.0,571.43
14740,Ciudad de Guatemala,14.588,-90.502,42021,5,5,550.0,Zona 10,10,599000.0,1089.09
14741,Ciudad de Guatemala,14.595,-90.495,42021,3,3,385.0,Zona 15,15,525000.0,1363.64
14742,Ciudad de Guatemala,14.595,-90.504,42020,2,3,185.0,Zona 10,10,230000.0,1243.24
14743,Ciudad de Guatemala,14.591,-90.492,42020,3,3,168.0,Zona 15,15,252000.0,1500.0
14744,Ciudad de Guatemala,14.587,-90.515,42020,4,5,300.0,Zona 14,14,315000.0,1050.0
14745,Ciudad de Guatemala,14.59,-90.516,42020,3,4,322.0,Zona 14,14,475000.0,1475.16
14746,Ciudad de Guatemala,14.591,-90.492,42020,3,3,245.0,Zona 15,15,295000.0,1204.08
14747,Ciudad de Guatemala,14.589,-90.491,42020,3,4,290.0,Zona 15,15,350000.0,1206.9
14748,Ciudad de Guatemala,14.607,-90.469,42021,3,3,460.0,Zona 16,16,445000.0,967.39
14749,Ciudad de Guatemala,14.588,-90.502,42020,3,4,332.23,Zona 10,10,625000.0,1881.23
14750,Ciudad de Guatemala,14.571,-90.485,42021,3,3,450.0,Zona 15,15,850000.0,1888.89
14751,Ciudad de Guatemala,14.588,-90.502,42021,5,5,550.0,Zona 10,10,599000.0,1089.09
14752,Ciudad de Guatemala,14.595,-90.495,42021,3,3,385.0,Zona 15,15,525000.0,1363.64
14753,Ciudad de Guatemala,14.639,-90.51,42021,4,3,200.0,Zona 1,1,209150.33,1045.75
14754,Ciudad de Guatemala,14.64,-90.518,42021,3,2,225.0,Zona 1,1,117647.06,522.88
14755,Ciudad de Guatemala,14.647,-90.501,42021,7,3,346.8,Zona 1,1,230000.0,663.21
14756,Ciudad de Guatemala,14.588,-90.502,42020,3,4,332.23,Zona 10,10,625000.0,1881.23
14757,Ciudad de Guatemala,14.592,-90.499,42021,5,5,597.0,Zona 10,10,1300000.0,2177.55
14759,Ciudad de Guatemala,14.595,-90.495,42020,2,1,90.0,Zona 15,15,119000.0,1322.22
14760,Ciudad de Guatemala,14.588,-90.504,42020,2,3,154.0,Zona 10,10,279884.0,1817.43
14761,Ciudad de Guatemala,14.587,-90.49,42020,2,3,115.0,Zona 15,15,235000.0,2043.48
