revision,price_usd,zona,created_at_first,created_at,days_old,number_of_bedrooms,number_of_bathrooms,m2,latitude,longitude
12,246753,Zona 1,12/16/19,3/31/20,106.00,6.00,3.00,220.00,14.647,-90.496
6,136364,Zona 7,3/31/20,3/31/20,0.00,4.00,3.00,149.00,14.625,-90.554
10,3896,Zona 7,3/21/20,3/31/20,10.00,1.00,1.00,400.00,14.635,-90.541
6,240260,Zona 2,3/31/20,3/31/20,0.00,4.00,2.00,756.00,14.659,-90.503
10,83266,Zona 1,12/6/19,3/31/20,116.00,1.00,1.00,54.45,14.636,-90.51
128,217597,Zona 10,3/31/20,6/3/20,64.00,3.00,3.00,149.00,14.606,-90.498
19,129870,Zona 2,8/21/19,3/30/20,222.00,3.00,3.00,155.00,14.666,-90.508
15,74675,Zona 1,12/12/19,6/1/20,172.00,2.00,2.00,65.00,14.646,-90.505
7,95000,Zona 15,3/30/20,3/30/20,0.00,3.00,2.00,176.00,14.599,-90.493
5,385000,Zona 15,3/30/20,3/30/20,0.00,4.00,3.00,352.00,14.599,-90.493
4,155000,Zona 8,3/30/20,3/30/20,0.00,2.00,2.00,123.00,14.622,-90.531
5,410000,Zona 15,3/30/20,3/30/20,0.00,4.00,4.00,698.00,14.595,-90.495
132,420000,Zona 15,3/30/20,6/3/20,65.00,3.00,4.00,250.00,14.597,-90.493
132,420000,Zona 15,3/30/20,6/3/20,65.00,3.00,4.00,250.00,14.597,-90.493
9,385000,Zona 15,3/29/20,4/28/20,30.00,4.00,3.00,454.00,14.599,-90.493
4,2857,Zona 4,3/29/20,3/29/20,0.00,1.00,1.00,36.00,14.619,-90.516
5,174389,Zona 1,3/26/20,3/26/20,0.00,1.00,1.00,90.00,14.638,-90.512
5,375000,,3/26/20,3/26/20,0.00,3.00,4.00,340.00,14.634,-90.506
8,235000,Zona 4 de Mixco,3/17/20,3/26/20,9.00,4.00,3.00,230.00,14.655,-90.542
19,415000,Zona 15,1/16/20,4/29/20,104.00,4.00,3.00,280.00,14.596,-90.495
6,260000,Zona 15,3/25/20,3/25/20,0.00,3.00,2.00,136.00,14.596,-90.491
12,525000,,3/2/20,3/25/20,23.00,3.00,4.00,360.00,14.634,-90.506
5,950000,Zona 15,3/25/20,3/25/20,0.00,4.00,4.00,447.00,14.599,-90.493
5,310000,Zona 15,3/25/20,3/25/20,0.00,3.00,2.00,214.00,14.599,-90.49
5,350000,Zona 10,3/25/20,3/25/20,0.00,4.00,4.00,315.00,14.595,-90.504
5,218182,Zona 7,3/25/20,3/25/20,0.00,2.00,2.00,116.00,14.635,-90.541
10,325000,Zona 1,12/6/19,3/25/20,110.00,3.00,4.00,200.00,14.636,-90.51
11,450000,Zona 15,12/6/19,3/25/20,110.00,3.00,3.00,295.00,14.595,-90.495
7,77922,Zona 1,3/23/20,3/25/20,2.00,2.00,2.00,65.00,14.639,-90.51
8,1289000,Zona 15,3/24/20,3/25/20,1.00,4.00,2.00,594.00,14.607,-90.489
10,84001,Zona 5,12/4/19,3/25/20,112.00,2.00,1.00,49.00,14.624,-90.499
8,145000,Zona 15,10/26/19,5/14/20,201.00,3.00,2.00,160.00,14.61,-90.497
5,443000,Zona 15,3/24/20,3/24/20,0.00,3.00,3.00,380.00,14.611,-90.5
5,246753,Zona 4,3/24/20,3/24/20,0.00,7.00,2.00,225.00,14.624,-90.511
5,265000,Zona 11,3/24/20,3/24/20,0.00,5.00,2.00,350.00,14.621,-90.556
18,103766,Zona 8,1/15/20,4/29/20,105.00,3.00,2.00,83.00,14.618,-90.542
5,140000,Zona 15,3/23/20,3/23/20,0.00,1.00,1.00,55.00,14.599,-90.493
5,255000,Zona 10,3/23/20,3/23/20,0.00,3.00,2.00,116.00,14.595,-90.504
5,272000,Zona 10,3/23/20,3/23/20,0.00,2.00,2.00,181.90,14.595,-90.504
4,422078,Zona 17,3/23/20,3/23/20,0.00,4.00,6.00,325.00,14.626,-90.467
5,210000,Zona 10,3/23/20,3/23/20,0.00,3.00,2.00,120.00,14.595,-90.504
5,88961,Zona 4 de Mixco,3/23/20,3/23/20,0.00,3.00,2.00,110.00,14.657,-90.556
4,205000,Zona 8,3/22/20,3/22/20,0.00,5.00,2.00,160.00,14.612,-90.53
5,115000,,3/22/20,3/22/20,0.00,2.00,2.00,75.00,14.634,-90.506
145,270000,Zona 15,3/22/20,6/3/20,73.00,3.00,3.00,172.00,14.598,-90.493
6,45455,Zona 6,2/18/20,3/21/20,32.00,3.00,1.00,25.00,14.678,-90.48
4,129000,Zona 5,3/21/20,3/21/20,0.00,3.00,3.00,103.00,14.633,-90.483
147,259740,Zona 16,3/21/20,6/3/20,74.00,3.00,3.00,205.00,14.614,-90.468
18,103896,Zona 2,3/20/20,5/20/20,61.00,5.00,3.00,175.00,14.671,-90.5
12,155714,Zona 11 de Mixco,10/30/19,3/20/20,142.00,3.00,4.00,174.00,14.663,-90.539
7,255000,Zona 4 de Mixco,3/20/20,3/20/20,0.00,3.00,3.00,247.00,14.657,-90.556
4,210000,Zona 4,3/20/20,3/20/20,0.00,2.00,2.00,74.00,14.617,-90.515
5,71429,Zona 1,11/18/19,3/20/20,123.00,1.00,1.00,25.00,14.637,-90.51
5,650000,Zona 15,11/14/19,3/20/20,127.00,3.00,2.00,640.00,14.595,-90.495
15,64688,Zona 2,3/12/20,3/20/20,8.00,1.00,1.00,71.00,14.659,-90.509
5,74675,Zona 9,11/7/19,3/20/20,134.00,3.00,2.00,108.00,14.595,-90.521
10,295000,,9/4/19,3/18/20,196.00,3.00,3.00,200.00,14.634,-90.506
14,226000,,8/28/19,3/18/20,203.00,3.00,2.00,114.00,14.634,-90.506
9,295000,Zona 1,9/4/19,3/18/20,196.00,2.00,3.00,200.00,14.635,-90.507
9,295000,,9/4/19,3/18/20,196.00,3.00,3.00,214.00,14.634,-90.506
9,560000,,12/10/19,3/18/20,99.00,3.00,3.00,530.00,14.634,-90.506
9,226000,,12/10/19,3/18/20,99.00,2.00,3.00,107.00,14.634,-90.506
9,440000,,12/10/19,3/18/20,99.00,3.00,3.00,300.00,14.634,-90.506
5,169000,Zona 9,11/6/19,3/18/20,133.00,2.00,2.00,75.00,14.604,-90.512
9,700000,Zona 15,9/16/19,3/18/20,184.00,5.00,2.00,113.00,14.595,-90.495
9,120000,Zona 9,9/16/19,3/18/20,184.00,3.00,2.00,120.00,14.595,-90.521
9,490000,Zona 15,9/16/19,3/18/20,184.00,3.00,1.00,289.00,14.595,-90.495
9,665000,Zona 15,9/16/19,3/18/20,184.00,3.00,2.00,366.00,14.595,-90.495
9,1000000,Zona 9,9/17/19,3/18/20,183.00,4.00,3.00,1140.00,14.595,-90.521
9,145000,Zona 15,9/16/19,3/18/20,184.00,2.00,3.00,58.00,14.595,-90.495
9,1200000,Zona 7,9/18/19,3/18/20,182.00,4.00,4.00,1750.00,14.645,-90.539
9,210000,Zona 15,9/16/19,3/18/20,184.00,2.00,1.00,127.00,14.595,-90.495
9,245000,Zona 15,9/17/19,3/18/20,183.00,2.00,2.00,137.00,14.595,-90.495
9,214000,Zona 15,9/18/19,3/18/20,182.00,3.00,2.00,113.00,14.595,-90.495
9,110909,Zona 2,12/18/19,3/18/20,91.00,4.00,3.00,111.00,14.668,-90.501
9,97403,Zona 1,12/18/19,3/18/20,91.00,3.00,3.00,209.00,14.63,-90.513
9,102597,Zona 1,9/11/19,3/13/20,184.00,4.00,5.00,270.00,14.638,-90.499
5,119000,Zona 15,9/23/19,3/13/20,172.00,2.00,1.00,90.00,14.595,-90.495
9,170000,Zona 9,12/13/19,3/13/20,91.00,3.00,2.00,93.00,14.607,-90.52
5,280000,Zona 15,3/13/20,3/13/20,0.00,2.00,3.00,274.00,14.595,-90.495
4,269000,Zona 16,3/13/20,3/13/20,0.00,3.00,4.00,212.00,14.609,-90.478
5,525000,Zona 10,3/13/20,3/13/20,0.00,2.00,3.00,233.00,14.595,-90.504
5,254900,Zona 9,3/13/20,3/13/20,0.00,3.00,2.00,189.00,14.608,-90.519
6,64935,Zona 4,3/9/20,3/12/20,3.00,5.00,3.00,105.00,14.619,-90.516
5,90909,Zona 5,3/12/20,3/12/20,0.00,2.00,1.00,100.00,14.632,-90.502
5,265000,Zona 9,11/13/19,3/12/20,120.00,3.00,3.00,100.00,14.595,-90.521
8,90909,Zona 7,8/14/19,3/12/20,211.00,3.00,1.00,25.00,14.645,-90.539
9,195000,Zona 9,9/5/19,3/12/20,189.00,2.00,1.00,155.00,14.595,-90.521
10,295000,Zona 15,9/6/19,3/12/20,188.00,2.00,2.00,245.00,14.595,-90.495
7,142857,Zona 17,7/11/19,3/12/20,245.00,3.00,2.00,175.00,14.654,-90.47
7,194805,Zona 2,10/14/19,5/21/20,220.00,8.00,8.00,480.00,14.659,-90.51
5,185000,Zona 15,3/12/20,3/12/20,0.00,2.00,2.00,100.00,14.595,-90.495
10,116883,Zona 17,12/12/19,3/12/20,91.00,5.00,3.00,300.00,14.643,-90.466
12,100649,Zona 5,9/18/19,3/12/20,176.00,5.00,2.00,250.00,14.624,-90.499
5,200000,Zona 7,3/12/20,3/12/20,0.00,4.00,2.00,200.00,14.63,-90.551
5,138060,,3/12/20,3/12/20,0.00,2.00,2.00,150.00,14.634,-90.506
9,355000,Zona 9,12/10/19,3/10/20,91.00,3.00,2.00,300.00,14.595,-90.521
11,1272000,Zona 16,9/3/19,3/10/20,189.00,4.00,9.00,730.00,14.614,-90.485
8,175325,Zona 6,9/23/19,5/27/20,247.00,5.00,3.00,300.00,14.675,-90.484
8,324675,Zona 9,11/15/19,3/10/20,116.00,3.00,2.00,346.00,14.604,-90.525
6,410000,Zona 9,11/15/19,3/10/20,116.00,4.00,4.00,290.00,14.604,-90.525
7,152597,,11/15/19,3/10/20,116.00,3.00,2.00,160.00,14.634,-90.506
8,1100000,,11/15/19,3/10/20,116.00,3.00,3.00,505.00,14.634,-90.506
13,102200,Zona 5,3/5/20,6/2/20,89.00,2.00,2.00,95.00,14.625,-90.499
7,19481,Zona 10,12/10/19,3/10/20,91.00,3.00,2.00,42.00,14.595,-90.504
5,375000,Zona 15,3/10/20,3/10/20,0.00,3.00,3.00,266.00,14.595,-90.495
13,280000,Zona 15,12/3/19,5/11/20,160.00,3.00,3.00,172.00,14.599,-90.493
9,250000,,11/15/19,3/10/20,116.00,3.00,3.00,315.00,14.634,-90.506
8,220000,Zona 9,11/15/19,3/10/20,116.00,5.00,4.00,200.00,14.604,-90.525
12,107143,,11/22/19,3/10/20,109.00,3.00,2.00,130.00,14.634,-90.506
13,179000,,12/6/19,3/10/20,95.00,3.00,3.00,147.00,14.634,-90.506
15,199000,,12/6/19,5/5/20,151.00,3.00,3.00,156.00,14.634,-90.506
16,199000,,12/6/19,5/5/20,151.00,3.00,3.00,166.00,14.634,-90.506
11,325000,,12/6/19,3/10/20,95.00,3.00,3.00,231.00,14.634,-90.506
11,325000,,12/6/19,3/10/20,95.00,3.00,4.00,265.00,14.634,-90.506
11,325000,,12/6/19,3/10/20,95.00,3.00,3.00,231.00,14.634,-90.506
7,1500003,Zona 16,3/9/20,6/2/20,85.00,4.00,7.00,670.00,14.61,-90.483
7,675000,Zona 16,3/9/20,6/2/20,85.00,3.00,4.00,402.00,14.61,-90.483
5,485000,Zona 15,3/9/20,3/9/20,0.00,2.00,3.00,247.00,14.612,-90.493
7,360000,Zona 10,3/9/20,3/9/20,0.00,3.00,3.00,267.00,14.6,-90.514
5,485000,Zona 15,3/9/20,3/9/20,0.00,2.00,3.00,247.00,14.612,-90.493
7,305000,Zona 15,3/9/20,3/9/20,0.00,2.00,3.00,196.00,14.595,-90.495
10,460000,,12/9/19,3/9/20,91.00,2.00,2.00,360.00,14.634,-90.506
9,456000,,12/9/19,3/9/20,91.00,4.00,4.00,537.00,14.634,-90.506
10,255000,Zona 15,12/4/19,3/9/20,96.00,3.00,3.00,210.00,14.595,-90.495
11,119000,,12/6/19,3/9/20,94.00,1.00,1.00,79.92,14.634,-90.506
9,137201,,12/6/19,3/9/20,94.00,2.00,2.00,95.00,14.634,-90.506
5,137649,Zona 11,10/12/19,3/8/20,148.00,3.00,3.00,127.00,14.611,-90.552
7,299000,Zona 10,9/16/19,3/8/20,174.00,3.00,3.00,232.00,14.591,-90.505
8,240260,Zona 2,11/7/19,3/8/20,122.00,6.00,4.00,350.00,14.659,-90.503
8,298701,Zona 1,10/13/19,3/8/20,147.00,10.00,10.00,300.00,14.636,-90.515
9,95000,Zona 7,12/5/19,3/8/20,94.00,1.00,1.00,76.00,14.641,-90.556
9,435000,Zona 10,12/6/19,3/8/20,93.00,2.00,2.00,150.00,14.603,-90.507
6,116883,Zona 4 de Mixco,3/8/20,3/8/20,0.00,4.00,2.00,200.00,14.646,-90.559
6,259740,Zona 16,3/7/20,3/8/20,1.00,3.00,3.00,205.00,14.621,-90.468
5,116808,Zona 7,3/7/20,3/7/20,0.00,3.00,2.00,71.84,14.63,-90.557
5,225000,,3/5/20,3/5/20,0.00,2.00,2.00,138.00,14.634,-90.506
10,103506,Zona 5,3/5/20,6/2/20,89.00,2.00,3.00,90.00,14.625,-90.499
5,550000,,3/5/20,3/5/20,0.00,4.00,3.00,425.00,14.634,-90.506
12,149351,Zona 2,11/13/19,3/5/20,113.00,5.00,4.00,150.00,14.668,-90.503
5,140000,Zona 15,3/5/20,3/5/20,0.00,1.00,2.00,91.00,14.595,-90.495
5,309000,Zona 15,3/5/20,3/5/20,0.00,2.00,2.00,135.00,14.595,-90.495
5,235000,Zona 10,3/4/20,3/4/20,0.00,2.00,2.00,232.00,14.595,-90.504
14,503247,,3/4/20,5/26/20,83.00,8.00,8.00,1000.00,14.634,-90.506
5,360000,Zona 10,3/4/20,3/4/20,0.00,3.00,3.00,170.00,14.595,-90.504
7,173377,Zona 16,3/4/20,3/4/20,0.00,2.00,2.00,70.00,14.606,-90.483
15,254900,,12/4/19,5/14/20,162.00,3.00,2.00,189.00,14.634,-90.506
12,550000,Zona 15,11/25/19,5/11/20,168.00,3.00,3.00,320.00,14.595,-90.495
15,270000,Zona 4 de Mixco,1/19/20,4/24/20,96.00,4.00,4.00,246.00,14.655,-90.542
5,485000,,2/28/20,2/28/20,0.00,3.00,3.00,200.00,14.634,-90.506
7,435000,Zona 10,10/17/19,2/28/20,134.00,3.00,4.00,250.00,14.602,-90.508
7,227273,,2/21/20,2/27/20,6.00,3.00,2.00,303.26,14.634,-90.506
10,325000,Zona 10,8/19/19,2/27/20,192.00,2.00,3.00,260.00,14.595,-90.507
8,222000,Zona 9,11/5/19,2/26/20,113.00,2.00,2.00,91.00,14.604,-90.525
5,164805,Zona 15,2/26/20,2/26/20,0.00,2.00,2.00,129.00,14.599,-90.493
5,265584,Zona 11 de Mixco,2/26/20,2/26/20,0.00,3.00,3.00,210.00,14.679,-90.538
9,650000,Zona 15,1/23/20,4/27/20,95.00,6.00,6.00,640.00,14.601,-90.494
9,235000,Zona 15,1/23/20,4/25/20,93.00,3.00,2.00,200.00,14.595,-90.495
11,270000,Zona 7,1/22/20,4/22/20,91.00,4.00,3.00,204.00,14.651,-90.542
9,160000,Zona 15,10/22/19,4/24/20,185.00,1.00,2.00,90.00,14.595,-90.495
9,142857,Zona 7,1/20/20,4/23/20,94.00,3.00,2.00,166.00,14.645,-90.538
9,305000,Zona 15,1/20/20,4/23/20,94.00,3.00,4.00,227.00,14.595,-90.495
283,172312,Zona 10,1/18/20,6/3/20,137.00,3.00,3.00,120.00,14.606,-90.498
279,168831,Zona 4 de Mixco,1/18/20,6/3/20,137.00,4.00,6.00,174.00,14.658,-90.557
13,225000,Zona 15,1/17/20,4/23/20,97.00,3.00,2.00,103.00,14.595,-90.495
9,320000,Zona 15,1/17/20,4/28/20,102.00,2.00,3.00,197.00,14.595,-90.495
11,305000,Zona 15,1/17/20,5/25/20,129.00,2.00,3.00,196.00,14.595,-90.495
9,305000,Zona 15,1/17/20,4/28/20,102.00,3.00,3.00,227.00,14.595,-90.495
9,385000,Zona 15,1/17/20,4/26/20,100.00,2.00,3.00,123.00,14.595,-90.495
286,212792,Zona 10,1/17/20,6/3/20,138.00,3.00,3.00,149.00,14.606,-90.498
16,168000,Zona 9,1/17/20,5/27/20,131.00,3.00,2.00,93.00,14.607,-90.519
13,420000,Zona 15,1/16/20,4/29/20,104.00,3.00,3.00,250.00,14.595,-90.493
275,38961,Zona 1,1/16/20,6/3/20,139.00,3.00,1.00,90.00,14.651,-90.509
278,121000,Zona 11,1/16/20,6/3/20,139.00,2.00,2.00,93.00,14.606,-90.544
278,132000,Zona 11,1/16/20,6/3/20,139.00,3.00,2.00,102.00,14.606,-90.544
276,142100,Zona 11,1/16/20,6/3/20,139.00,3.00,2.00,91.00,14.606,-90.544
340,111416,Zona 1,1/16/20,6/3/20,139.00,3.00,2.00,86.00,14.642,-90.499
342,326260,Zona 10,1/16/20,6/3/20,139.00,3.00,3.00,180.00,14.594,-90.506
340,119000,Zona 15,1/16/20,6/3/20,139.00,2.00,2.00,79.00,14.598,-90.491
339,59337,Zona 15,1/16/20,6/3/20,139.00,1.00,1.00,31.00,14.597,-90.493
339,125901,Zona 2,1/16/20,6/3/20,139.00,2.00,2.00,92.00,14.661,-90.507
338,50480,Zona 15,1/16/20,6/3/20,139.00,1.00,1.00,25.00,14.597,-90.493
344,735000,Zona 15,1/16/20,6/3/20,139.00,4.00,5.00,545.00,14.597,-90.493
319,48489,Zona 15,1/16/20,5/21/20,126.00,1.00,1.00,25.00,14.597,-90.493
343,202274,Zona 15,1/16/20,6/3/20,139.00,3.00,3.00,153.00,14.597,-90.493
317,45969,Zona 15,1/16/20,5/21/20,126.00,1.00,1.00,25.00,14.597,-90.493
344,59039,Zona 1,1/16/20,6/3/20,139.00,1.00,1.00,34.00,14.642,-90.499
341,265584,Zona 7,1/16/20,6/3/20,139.00,3.00,3.00,210.00,14.627,-90.559
343,76870,Zona 1,1/16/20,6/3/20,139.00,2.00,1.00,57.00,14.642,-90.499
343,103915,Zona 16,1/16/20,6/3/20,139.00,1.00,2.00,71.00,14.609,-90.475
343,259740,Zona 6,1/16/20,6/3/20,139.00,4.00,4.00,300.00,14.665,-90.481
344,188810,Zona 15,1/16/20,6/3/20,139.00,2.00,2.00,128.00,14.599,-90.491
344,200388,Zona 7,1/16/20,6/3/20,139.00,3.00,2.00,150.00,14.647,-90.536
343,235000,Zona 15,1/16/20,6/3/20,139.00,3.00,2.00,129.00,14.597,-90.493
342,122732,Zona 2,1/16/20,6/3/20,139.00,3.00,2.00,64.00,14.665,-90.509
340,125901,Zona 2,1/16/20,6/3/20,139.00,2.00,1.00,69.00,14.661,-90.507
343,499375,Zona 15,1/16/20,6/3/20,139.00,3.00,4.00,250.00,14.598,-90.493
343,625000,Zona 15,1/16/20,6/3/20,139.00,3.00,4.00,245.00,14.597,-90.493
341,481176,Zona 16,1/16/20,6/3/20,139.00,3.00,3.00,245.00,14.613,-90.484
343,294063,Zona 15,1/16/20,6/3/20,139.00,3.00,3.00,174.00,14.597,-90.493
343,720180,Zona 16,1/16/20,6/3/20,139.00,3.00,4.00,359.00,14.612,-90.484
343,164143,Zona 15,1/16/20,6/3/20,139.00,2.00,2.00,99.00,14.597,-90.493
341,231605,Zona 15,1/16/20,6/3/20,139.00,2.00,2.00,139.00,14.597,-90.493
341,370000,Zona 15,1/16/20,6/3/20,139.00,3.00,4.00,268.00,14.595,-90.489
341,107577,Zona 15,1/16/20,6/3/20,139.00,1.00,1.00,65.00,14.597,-90.493
345,256855,Zona 15,1/16/20,6/3/20,139.00,3.00,3.00,132.00,14.597,-90.493
342,497500,Zona 15,1/16/20,6/3/20,139.00,3.00,4.00,345.00,14.598,-90.493
343,100000,Zona 2,1/16/20,6/3/20,139.00,4.00,2.00,210.00,14.665,-90.51
343,170850,Zona 15,1/16/20,6/3/20,139.00,1.00,2.00,101.00,14.598,-90.493
345,166223,Zona 15,1/16/20,6/3/20,139.00,2.00,2.00,100.00,14.597,-90.493
344,135000,Zona 15,1/16/20,6/3/20,139.00,1.00,1.00,77.00,14.598,-90.493
343,325000,Zona 15,1/16/20,6/3/20,139.00,3.00,3.00,159.00,14.598,-90.493
341,722454,Zona 16,1/16/20,6/3/20,139.00,3.00,4.00,359.00,14.613,-90.483
343,61753,Zona 1,1/16/20,6/3/20,139.00,1.00,1.00,51.00,14.642,-90.499
341,156800,Zona 15,1/16/20,6/3/20,139.00,1.00,2.00,98.00,14.598,-90.493
343,272795,Zona 15,1/16/20,6/3/20,139.00,3.00,2.00,120.00,14.598,-90.493
343,315000,Zona 10,1/16/20,6/3/20,139.00,3.00,3.00,250.00,14.598,-90.502
343,106382,Zona 4,1/16/20,6/3/20,139.00,2.00,1.00,55.00,14.62,-90.515
345,304750,Zona 15,1/16/20,6/3/20,139.00,2.00,3.00,149.00,14.598,-90.493
345,1019416,Zona 16,1/16/20,6/3/20,139.00,4.00,5.00,436.00,14.615,-90.486
341,295000,Zona 15,1/16/20,6/3/20,139.00,2.00,3.00,146.00,14.598,-90.493
345,160563,Zona 4,1/16/20,6/3/20,139.00,3.00,2.00,88.00,14.62,-90.515
344,518980,Zona 15,1/16/20,6/3/20,139.00,3.00,3.00,260.00,14.598,-90.493
343,208975,Zona 2,1/16/20,6/3/20,139.00,2.00,3.00,131.00,14.656,-90.495
342,350000,Zona 2,1/16/20,6/3/20,139.00,4.00,5.00,573.00,14.665,-90.509
343,650000,Zona 15,1/16/20,6/3/20,139.00,5.00,4.00,580.00,14.598,-90.493
343,306235,Zona 15,1/16/20,6/3/20,139.00,2.00,3.00,153.00,14.598,-90.493
343,200000,Zona 15,1/16/20,6/3/20,139.00,3.00,3.00,130.00,14.601,-90.495
342,155000,Zona 16,1/16/20,6/3/20,139.00,2.00,1.00,70.00,14.608,-90.476
344,220000,Zona 15,1/16/20,6/3/20,139.00,3.00,3.00,136.00,14.598,-90.493
343,1070843,Zona 16,1/16/20,6/3/20,139.00,4.00,5.00,436.00,14.613,-90.485
344,100000,Zona 7,1/16/20,6/3/20,139.00,2.00,2.00,122.00,14.63,-90.538
343,723800,Zona 15,1/16/20,6/3/20,139.00,4.00,4.00,501.00,14.598,-90.493
341,790000,Zona 15,1/16/20,6/3/20,139.00,6.00,5.00,480.00,14.596,-90.491
344,158059,Zona 4,1/16/20,6/3/20,139.00,3.00,2.00,87.00,14.62,-90.515
345,469486,Zona 16,1/16/20,6/3/20,139.00,3.00,3.00,229.00,14.613,-90.484
273,134416,Zona 7,1/16/20,6/3/20,139.00,3.00,2.00,125.00,14.643,-90.553
272,109091,Zona 4,1/16/20,6/3/20,139.00,1.00,1.00,64.00,14.62,-90.515
271,300000,Zona 10,1/16/20,6/3/20,139.00,3.00,3.00,250.00,14.598,-90.502
275,101299,Zona 7,1/16/20,6/3/20,139.00,3.00,2.00,83.00,14.63,-90.538
275,116390,Zona 7,1/16/20,6/3/20,139.00,3.00,4.00,108.00,14.643,-90.554
275,131300,Zona 11,1/16/20,6/3/20,139.00,3.00,2.00,75.00,14.606,-90.547
10,187000,Zona 9,1/16/20,4/27/20,102.00,3.00,2.00,93.00,14.607,-90.521
280,172274,Zona 15,1/16/20,6/3/20,139.00,2.00,3.00,123.00,14.596,-90.49
283,119000,Zona 15,1/16/20,6/3/20,139.00,2.00,2.00,79.00,14.598,-90.493
282,250000,Zona 2,1/16/20,6/3/20,139.00,4.00,5.00,496.00,14.661,-90.507
281,319687,Zona 15,1/16/20,6/3/20,139.00,3.00,3.00,178.00,14.597,-90.489
282,607610,Zona 16,1/16/20,6/3/20,139.00,3.00,4.00,322.00,14.607,-90.49
281,1100000,Zona 15,1/16/20,6/3/20,139.00,4.00,5.00,800.00,14.598,-90.493
279,528000,Zona 10,1/16/20,6/3/20,139.00,3.00,4.00,260.00,14.598,-90.502
282,202274,Zona 15,1/16/20,6/3/20,139.00,3.00,3.00,153.00,14.596,-90.49
281,350650,Zona 15,1/16/20,6/3/20,139.00,3.00,4.00,283.00,14.595,-90.494
298,120649,Zona 2,1/16/20,6/3/20,139.00,2.00,2.00,79.00,14.657,-90.502
281,175000,Zona 16,1/16/20,6/3/20,139.00,3.00,2.00,136.00,14.621,-90.47
283,420000,Zona 15,1/16/20,6/3/20,139.00,3.00,4.00,250.00,14.597,-90.493
283,688550,Zona 16,1/16/20,6/3/20,139.00,3.00,4.00,408.00,14.612,-90.491
281,180000,Zona 1,1/16/20,6/3/20,139.00,3.00,3.00,200.00,14.636,-90.505
286,72727,Zona 2,1/16/20,6/3/20,139.00,1.00,1.00,56.00,14.658,-90.502
286,200480,Zona 16,1/16/20,6/3/20,139.00,3.00,3.00,138.00,14.619,-90.479
280,294458,Zona 10,1/16/20,6/3/20,139.00,3.00,3.00,140.00,14.603,-90.508
281,102494,Zona 4,1/16/20,6/3/20,139.00,3.00,3.00,220.00,14.624,-90.516
282,57960,Zona 15,1/16/20,6/3/20,139.00,1.00,1.00,44.00,14.597,-90.493
281,165000,Zona 10,1/16/20,6/3/20,139.00,2.00,2.00,115.00,14.597,-90.507
282,133000,Zona 11,1/16/20,6/3/20,139.00,3.00,2.00,102.00,14.606,-90.545
283,103247,Zona 7,1/16/20,6/3/20,139.00,2.00,2.00,88.00,14.643,-90.552
281,254797,Zona 10,1/16/20,6/3/20,139.00,2.00,2.00,120.00,14.603,-90.508
281,164935,Zona 7,1/16/20,6/3/20,139.00,6.00,4.00,267.00,14.621,-90.542
281,285910,Zona 10,1/16/20,6/3/20,139.00,2.00,4.00,204.00,14.598,-90.502
281,225000,Zona 10,1/16/20,6/3/20,139.00,1.00,1.00,96.00,14.598,-90.502
281,725000,Zona 10,1/16/20,6/3/20,139.00,3.00,4.00,386.00,14.598,-90.502
279,81000,Zona 15,1/16/20,6/3/20,139.00,1.00,1.00,41.00,14.597,-90.493
281,105093,Zona 1,1/16/20,6/3/20,139.00,2.00,1.00,71.00,14.638,-90.508
281,210000,Zona 10,1/16/20,6/3/20,139.00,2.00,3.00,160.00,14.598,-90.502
281,220000,Zona 10,1/16/20,6/3/20,139.00,3.00,3.00,164.00,14.593,-90.504
281,105461,Zona 15,1/16/20,6/3/20,139.00,1.00,1.00,66.00,14.597,-90.493
282,162338,Zona 2,1/16/20,6/3/20,139.00,4.00,5.00,185.00,14.661,-90.507
279,295000,Zona 15,1/16/20,6/3/20,139.00,3.00,3.00,274.00,14.596,-90.494
281,108442,Zona 4 de Mixco,1/16/20,6/3/20,139.00,2.00,2.00,88.00,14.646,-90.555
279,200000,Zona 15,1/16/20,6/3/20,139.00,2.00,3.00,143.00,14.597,-90.493
281,260000,Zona 16,1/16/20,6/3/20,139.00,2.00,4.00,146.00,14.61,-90.482
285,482500,Zona 16,1/16/20,6/3/20,139.00,2.00,3.00,247.00,14.61,-90.486
282,89750,Zona 15,1/16/20,6/3/20,139.00,1.00,1.00,70.00,14.598,-90.493
282,240433,Zona 16,1/16/20,6/3/20,139.00,3.00,3.00,187.00,14.603,-90.477
258,45969,Zona 1,1/16/20,5/22/20,127.00,1.00,1.00,25.00,14.638,-90.508
281,136364,Zona 4,1/16/20,6/3/20,139.00,3.00,3.00,120.00,14.612,-90.512
281,205000,Zona 16,1/16/20,6/3/20,139.00,2.00,2.00,126.00,14.607,-90.49
278,86596,Zona 1,1/16/20,6/3/20,139.00,1.00,1.00,59.00,14.639,-90.512
281,156544,Zona 15,1/16/20,6/3/20,139.00,2.00,2.00,101.00,14.597,-90.493
256,44720,Zona 15,1/16/20,5/22/20,127.00,1.00,1.00,25.00,14.597,-90.493
281,330000,Zona 10,1/16/20,6/3/20,139.00,2.00,4.00,240.00,14.598,-90.502
286,161000,Zona 10,1/16/20,6/3/20,139.00,3.00,2.00,114.00,14.598,-90.502
288,298500,Zona 10,1/16/20,6/3/20,139.00,3.00,4.00,205.00,14.594,-90.507
